title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year,Developer_metacritic_game_info,Genre_metacritic_game_info,Metascore_metacritic_game_info,Avg_Userscore_metacritic_game_info,No. of players_metacritic_game_info,releasedate_VGOutput,releasedate_raw,releasedate_quarter,releasedate_link,releasedate_1986-2023,Userscore,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,component_64,component_65,component_66,component_67,component_68,component_69,component_70,component_71,component_72,component_73,component_74,component_75,component_76,component_77,component_78,component_79,component_80,component_81,component_82,component_83,component_84,component_85,component_86,component_87,component_88,component_89,component_90,component_91,component_92,component_93,component_94,component_95,component_96,component_97,component_98,component_99
Turok Evolution,PC,Shooter,Electronic Arts,10.0,3.0,2.0,120.0,4.87,3.86,5.24,6.74,20.71,3.17,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Turok Evolution PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turok Evolution,PS2,Shooter,Frontier Developments,7.0,5.0,6.0,92.0,1.31,0.64,4.03,0.5,6.48,4.72,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Turok Evolution PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Anime Idolm@ster Cinderella Girls G4U Pack Vol.9,PS3,Simulation,Amazon Game Studios,8.0,2.0,8.0,10.0,3.0,4.84,0.04,1.86,6.78,2.42,2016,,,,,,,,00:00:00,https://www.google.com/search?q=TV Anime Idolm@ster Cinderella Girls G4U Pack Vol.9 PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Syndrome Kinjiratera Toshi Densetsu,DS,Adventure,Sony Computer Entertainment,6.0,9.0,9.0,288.0,3.0,7.8,0.04,5.06,12.94,6.84,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Twilight Syndrome Kinjiratera Toshi Densetsu DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Syndrome Saikai,PS,Adventure,Electronic Arts,4.0,3.0,6.0,105.0,2.97,1.15,2.01,1.11,7.24,1.69,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Twilight Syndrome Saikai PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Mirror,PC,Adventure,Ubisoft,9.0,8.0,8.0,122.0,7.71,4.51,5.19,1.25,18.66,3.16,2020,,,,,,,,00:00:00,https://www.google.com/search?q=Twin Mirror PC release date,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twinkle Star Sprites La Petite Princesse,PS2,Shooter,Frontier Developments,3.0,10.0,8.0,21.0,4.83,3.03,1.69,1.69,11.24,1.85,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Twinkle Star Sprites La Petite Princesse PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Lands Insomniac,PC,Adventure,Ubisoft,7.0,6.0,6.0,157.0,3.0,0.01,4.73,1.34,6.09,2.48,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Lands Insomniac PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal,PS,Racing,IBM,8.0,4.0,8.0,262.0,6.18,4.2,1.67,1.06,13.11,5.21,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Metal PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal,PS3,Racing,Omega,8.0,4.0,2.0,71.0,3.0,0.32,2.26,2.97,5.89,3.04,2012,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Metal PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal Black,PS4,Racing,Amazon Game Studios,10.0,4.0,8.0,265.0,6.67,3.1,2.71,5.06,17.54,4.23,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Metal Black PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal Black,PS2,Racing,Frontier Developments,10.0,8.9,5.0,277.0,1.41,1.19,4.47,0.17,7.24,2.56,2001,IncognitoInc.,Driving;Car Combat,91.0,8.5,1 to 4,,June 19 2001,2001-06-19 00:00:00,https://www.google.com/search?q=Twisted Metal Black PS2 NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal Head On  Extra Twisted Edition,PS2,Racing,IBM,7.0,2.0,7.0,99.0,6.56,7.65,3.96,5.56,23.73,5.18,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Metal Head On  Extra Twisted Edition PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Metal 2,PS,Racing,Amazon Game Studios,1.0,9.0,4.0,91.0,1.0,2.36,2.33,2.65,8.34,5.62,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Twisted Metal 2 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Point Hospital,PC,Simulation,Frontier Developments,6.0,1.0,1.0,85.0,1.92,2.49,4.52,5.49,14.42,0.02,2018,TwoPointStudios,Simulation;Virtual;Career,85.0,8.6,1,,2018-08-30 00:00:00,2018-08-30 00:00:00,https://www.google.com/search?q=Two Point Hospital PC NA release date,2018-08-29,7.380952380952381,0.17418743816283178,-0.02672760130935384,0.0032453925676187243,0.008044834061873483,-0.004121069615290034,0.026306397070694536,0.0019388487510040308,-0.00824462672087455,-0.0036139843634387233,0.006511294147319644,0.010619148047046919,0.001961679489042298,-0.045310456442287525,-0.008656237043931293,0.002350278435259816,0.0001606839181155962,-0.0014287050015055393,0.004889662911578647,0.02050080137362964,-0.01716654061143141,0.018917840165742765,0.0012665767003304147,0.009690272245769075,-0.0343798655480536,0.03331831272655063,0.02953863128622536,-0.0653095208427983,-0.07172887151092769,0.031718556645233674,0.03765148322233596,0.01069180915714838,-0.03302034400699431,0.021630526969245927,-0.0014679865440740461,0.018776072815087145,0.021426577295362122,-0.007505377076230618,-0.006240389448152069,0.026611883552204754,0.02198306265385515,0.04775066605205809,0.008455010408270144,-0.03356637594113515,0.013834940916235106,0.028238574022506138,0.018815121838908128,-0.02306856948663673,-0.028404182567470144,-0.010406772498183427,0.009634294777260499,0.02479905807893282,0.010835289455563774,0.0009100714367206055,-0.0064605360286176545,0.025782958946696667,0.01548595232434777,-0.011410496598673126,-0.016105438278754654,-0.0159823939467439,0.011938800458272595,-0.008323273402779913,-0.0010790988163938073,0.003266064204113565,-0.006961523125123043,0.009376450958151086,0.005302229439562343,0.0055383119827338385,0.006000456177955031,0.00398234092418322,0.0035702094124785105,-0.0014921371501297662,0.007260891959031369,-0.019310720671510167,-0.014953090038870843,0.01157720462057924,0.010284303368988154,-0.004682058721815985,0.013674921508763756,0.015202857605686768,-0.004405154251851033,-0.01772266676685361,-0.0010180389276431123,-0.004387092647169903,-0.007200292105554525,-0.008486498342703016,0.0015575576052461269,0.0064871523173454775,0.004501402550239712,-0.0010075160832062416,-0.013465640172697111,0.013669931901916402,-0.020195107249522434,0.004157097030576455,0.006353789285152696,0.0014315126381084457,0.010123840761069938,-0.0015519915456466884,-0.0017622552812031735,0.0009862639605522085,-0.002603037948016868
Tyco RC Assault with a Battery,PS,Racing,Ubisoft,6.0,7.0,1.0,120.0,3.0,0.06,1.86,0.04,2.07,2.96,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Tyco RC Assault with a Battery PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typing Renai Hakusho,PS2,Adventure,Frontier Developments,10.0,6.0,9.0,157.0,4.35,3.96,3.5,2.44,14.25,0.02,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Typing Renai Hakusho PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U Wars,PC,Shooter,Activision,2.0,9.0,3.0,268.0,2.09,1.13,1.02,5.61,9.85,5.41,2004,,,,,,,,00:00:00,https://www.google.com/search?q=U Wars PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.P.P.,PS,Puzzle,Sony Computer Entertainment,8.0,3.0,8.0,134.0,2.47,4.61,3.9,3.65,14.63,1.59,2011,,,,,,,,00:00:00,https://www.google.com/search?q=U.P.P. PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Most Wanted,PC,Shooter,IBM,10.0,4.0,8.0,117.0,4.56,4.36,5.03,1.71,15.66,1.07,2012,,,,,,,,00:00:00,https://www.google.com/search?q=U.S. Most Wanted PC release date,2002-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Navy Fighters,PC,Simulation,Omega,6.0,2.0,1.0,225.0,6.2,3.47,1.78,3.31,14.76,5.45,2012,,,,,,,,00:00:00,https://www.google.com/search?q=U.S. Navy Fighters PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UberSoldier,PC,Shooter,Frontier Developments,10.0,1.0,10.0,93.0,4.76,3.07,5.39,3.48,16.7,4.78,2006,,,,,,,,00:00:00,https://www.google.com/search?q=UberSoldier PC release date,2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UberSoldier II,PC,Shooter,Sony Computer Entertainment,1.0,3.0,10.0,9.0,4.93,4.43,3.17,5.52,18.05,3.19,2008,,,,,,,,00:00:00,https://www.google.com/search?q=UberSoldier II PC release date,2008-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBOAT,PC,Simulation,Sony Computer Entertainment,9.0,8.0,10.0,278.0,5.78,4.8,3.5,4.21,18.29,4.96,2019,,,,,,,,00:00:00,https://www.google.com/search?q=UBOAT PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uchida Yasuou Mystery Meitantei Senken Mitsuhiko Series Fukutoshin Renzoku Satsujin Jiken,DS,Adventure,Electronic Arts,3.0,7.0,7.0,41.0,3.0,1.3,0.01,4.86,6.18,0.07,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Uchida Yasuou Mystery Meitantei Senken Mitsuhiko Series Fukutoshin Renzoku Satsujin Jiken DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uchuu no Stellvia,PS2,Adventure,Sony Computer Entertainment,8.0,7.0,4.0,60.0,1.78,3.27,5.23,6.21,16.49,5.09,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Uchuu no Stellvia PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League 2004 2005,PS2,Sports,Ubisoft,7.0,8.0,7.0,278.0,5.93,4.27,5.47,2.18,17.85,5.56,2005,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League 2004 2005 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League 2004 2005,PC,Sports,Ubisoft,4.0,6.0,1.0,75.0,4.87,4.48,2.39,4.94,16.68,4.26,2005,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League 2004 2005 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League 2006 2007,PC,Sports,Electronic Arts,2.0,5.0,6.0,294.0,5.66,4.93,5.46,1.83,17.88,4.28,2007,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League 2006 2007 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League 2006 2007,PS2,Sports,Electronic Arts,7.0,2.0,1.0,141.0,1.74,3.12,4.88,4.44,14.18,5.4,2007,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League 2006 2007 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League Season 1999 2000,PC,Sports,Activision,10.0,4.0,7.0,249.0,5.51,1.48,2.28,6.63,15.9,4.52,2000,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League Season 1999 2000 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Champions League Season 1999 2000,PS,Sports,Activision,4.0,9.0,1.0,219.0,4.05,1.32,1.77,1.95,9.09,2.57,2000,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Champions League Season 1999 2000 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2000,PS,Sports,Activision,5.0,8.0,3.0,299.0,1.17,2.49,4.28,6.51,14.45,6.58,2000,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2000 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2000,PC,Sports,Activision,10.0,7.0,9.0,11.0,4.91,1.51,5.66,2.22,14.3,3.63,2000,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2000 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2004 Portugal,PC,Sports,Sony Computer Entertainment,3.0,2.0,10.0,273.0,7.01,3.94,4.28,3.42,18.65,1.4,2004,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2004 Portugal PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2004 Portugal,PS2,Sports,Activision,3.0,6.0,9.0,54.0,3.0,0.07,1.89,0.05,2.15,1.67,2004,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2004 Portugal PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2008 Austria Switzerland,PC,Sports,Electronic Arts,3.0,6.0,8.0,214.0,4.7,3.67,2.89,1.96,13.22,4.8,2008,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2008 Austria Switzerland PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2008 Austria Switzerland,PS2,Sports,Electronic Arts,8.0,10.0,4.0,219.0,3.0,0.03,3.45,6.04,9.84,3.04,2008,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2008 Austria Switzerland PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2008 Austria Switzerland,PS3,Sports,Electronic Arts,3.0,2.0,6.0,61.0,3.0,0.08,1.62,0.27,2.38,5.23,2008,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2008 Austria Switzerland PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro 2016,PS3,Sports,Ubisoft,6.0,9.0,7.0,53.0,3.0,2.78,0.05,0.05,2.98,5.93,2016,,,,,,,,00:00:00,https://www.google.com/search?q=UEFA Euro 2016 PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Sudden Impact,PS2,Fighting,IBM,9.0,5.0,8.0,15.0,3.0,0.09,2.55,0.07,2.89,1.18,2004,,,,,,,,00:00:00,https://www.google.com/search?q=UFC Sudden Impact PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 2009 Undisputed,PS3,Fighting,Omega,1.0,8.4,5.0,252.0,1.76,1.07,0.01,0.45,3.29,3.0,2009,,,,,,,,00:00:00,https://www.google.com/search?q=UFC 2009 Undisputed PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Personal Trainer The Ultimate Fitness System,PS3,Sports,Ubisoft,7.0,4.5,4.0,127.0,3.0,0.1,2.42,0.08,2.82,5.66,2011,,,,,,,,00:00:00,https://www.google.com/search?q=UFC Personal Trainer The Ultimate Fitness System PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Undisputed 2010,PS,Fighting,Amazon Game Studios,10.0,4.0,2.0,241.0,2.83,1.0,1.91,3.65,9.39,5.38,2010,,,,,,,,00:00:00,https://www.google.com/search?q=UFC Undisputed 2010 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Truck Simulator,PC,Simulation,Frontier Developments,9.0,5.0,3.0,284.0,3.0,1.42,3.06,0.04,4.56,3.29,2010,,,,,,,,00:00:00,https://www.google.com/search?q=UK Truck Simulator PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uki Uki Tsuri Tengoku Kawa Monogatari,PS,Sports,IBM,8.0,1.0,5.0,59.0,6.24,4.51,1.1,4.21,16.06,3.01,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Uki Uki Tsuri Tengoku Kawa Monogatari PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Duck Hunting,PC,Sports,Sony Computer Entertainment,8.0,1.0,8.0,247.0,5.74,4.04,2.42,1.75,13.95,4.18,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Ultimate Duck Hunting PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Fighting Championship,PS,Fighting,IBM,6.0,1.0,5.0,192.0,3.0,0.14,5.17,0.09,5.65,3.34,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Ultimate Fighting Championship PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Fighting Championship Throwdown,PS2,Fighting,IBM,5.0,4.0,4.0,179.0,3.0,0.16,3.34,0.12,3.94,4.32,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Ultimate Fighting Championship Throwdown PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Mortal Kombat,DS,Fighting,Frontier Developments,7.0,7.3,3.0,300.0,3.0,0.07,5.66,0.01,5.83,4.5,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Ultimate Mortal Kombat DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Puzzle Games Sudoku Edition,DS,Puzzle,Amazon Game Studios,10.0,4.0,3.0,204.0,3.0,0.11,5.09,1.89,7.21,5.2,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Ultimate Puzzle Games Sudoku Edition DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultra Street Fighter IV,PS4,Fighting,IBM,9.0,8.0,10.0,6.0,3.0,1.16,1.59,0.08,2.93,5.28,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Ultra Street Fighter IV PS4 release date,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultraman Fighting Evolution 2,PS2,Fighting,Amazon Game Studios,2.0,3.0,4.0,11.0,2.01,1.91,3.29,2.38,9.59,3.36,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Ultraman Fighting Evolution 2 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultraman Fighting Evolution 3,PS2,Fighting,Omega,5.0,5.0,4.0,38.0,3.0,4.74,0.01,2.09,6.85,2.16,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Ultraman Fighting Evolution 3 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultraman Fighting Evolution Rebirth,PS2,Fighting,Electronic Arts,4.0,3.0,5.0,41.0,1.23,1.11,2.22,3.08,7.64,1.94,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Ultraman Fighting Evolution Rebirth PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umihara Kawase Jun Second Edition Kanzenban,DS,Puzzle,IBM,1.0,2.0,2.0,182.0,3.0,3.28,0.01,1.56,4.86,1.25,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Umihara Kawase Jun Second Edition Kanzenban DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
