Title,Platform,Genre,Publisher,VGScore,CriticScore,UserScore,TotalShipped,AsianSales,NorthAmericaSales,JapanSales,EuropeSales,GlobalSales,ProductionCost,ReleaseYear_v1,Developer,MultipleGenre,MetaScore,AvgUserScore,NoOfPlayers,releasedate_1986-2023,releasedate_VGOutput,releasedate_raw,ReleaseDate,releasedate_link,ReleaseYear,ReleaseMonth,EndOfMonth,ReleaseQuarter,ReleaseWeekDay,ReleaseWeekend,ReleaseWeek
Sega Ages 2500 Series Vol. 13 OutRun,PS2,Racing,Ubisoft,8,4,7,16,4.49,5.51,3.4,6.89,20.29,3.97,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 13 OutRun PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 15 Decathlete Collection,PS2,Sports,Activision,2,3,1,32,3.03,2.05,4.94,1.88,11.9,2.17,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 15 Decathlete Collection PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 16 Virtua Fighter 2,PS2,Fighting,Activision,9,2,1,222,5.12,1.91,4.7,6.67,18.4,1.59,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 16 Virtua Fighter 2 PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 19 Fighting Vipers,PS2,Fighting,Sony Computer Entertainment,3,3,8,235,5.92,5.42,5.7,5.16,22.2,4.48,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 19 Fighting Vipers PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 2 Monaco GP,PS2,Racing,Frontier Developments,2,1,6,201,2.13,5.35,5.78,5.31,18.57,5.3,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 2 Monaco GP PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 20 Space Harrier Complete Collection,PS2,Shooter,Activision,10,4,5,158,1.39,2.1,5.65,1.74,10.88,5.74,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 20 Space Harrier Complete Collection PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 25 Gunstar Heroes Treasure Box,PS2,Shooter,Sony Computer Entertainment,8,1,7,136,3.7,7.52,4.81,6.79,22.82,6.63,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 25 Gunstar Heroes Treasure Box PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 27 Panzer Dragoon,PS2,Shooter,Ubisoft,4,5,5,161,1.29,6.99,2.09,4.5,14.87,4.47,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 27 Panzer Dragoon PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 28 Tetris Collection,PS2,Puzzle,Frontier Developments,6,8,10,249,7.77,4.1,4.37,6.44,22.68,3.57,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 28 Tetris Collection PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 3 Fantasy Zone,PS2,Shooter,Frontier Developments,3,7,4,147,1.83,1.58,3.28,2.56,9.25,3.96,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 3 Fantasy Zone PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 30 Galaxy Force II  Special Extended Edition,PS2,Shooter,IBM,5,9,6,213,3.73,2.35,3.89,3.68,13.65,6.26,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 30 Galaxy Force II  Special Extended Edition PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 31 Dennou Senki Virtual On,PS2,Fighting,Ubisoft,3,4,9,287,5.96,5.63,3.24,3.98,18.81,7.51,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 31 Dennou Senki Virtual On PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 33 Fantasy Zone Complete Collection,PS2,Shooter,Amazon Game Studios,1,3,7,193,3,5.86,0.04,1.73,7.67,1.57,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 33 Fantasy Zone Complete Collection PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 4 Space Harrier,PS2,Shooter,Omega,2,5,2,257,1.27,2.63,4.46,6.86,15.22,1.67,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 4 Space Harrier PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 7 Columns,PS2,Puzzle,IBM,5,1,10,288,5.16,6.15,4.06,5.52,20.89,5.84,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 7 Columns PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 8 Virtua Racing FlatOut ,PS2,Racing,IBM,2,1,6,232,2.33,3.38,1.19,1.32,8.22,2.71,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 8 Virtua Racing FlatOut  PS2 release date,,,,,,,
Sega Ages 2500 Series Vol. 9 Gain Ground,PS2,Shooter,Electronic Arts,1,5,5,182,2.05,2.99,4.45,4.75,14.24,5.31,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages 2500 Series Vol. 9 Gain Ground PS2 release date,,,,,,,
Sega Ages Series 2500 Vol. 24 Last Bronx Tokyo Bengaichi,PS2,Fighting,Frontier Developments,6,9,2,287,3.67,6.51,4.46,5.03,19.67,1.13,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Ages Series 2500 Vol. 24 Last Bronx Tokyo Bengaichi PS2 release date,,,,,,,
Sega Bass Fishing,PS,Sports,Activision,10,5,3,235,4.23,1.92,5.45,4.78,16.38,3.76,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Bass Fishing PS release date,,,,,,,
Sega Bass Fishing,PC,Sports,Activision,10,5,6,109,2.02,3.76,2.65,2.74,11.17,3.62,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Bass Fishing PC release date,,,,,,,
SEGA Bass Fishing Duel,PS2,Sports,Sony Computer Entertainment,9,10,10,201,3,0.09,3.75,0.07,4.08,2.6,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=SEGA Bass Fishing Duel PS2 release date,,,,,,,
Sega Golf Club Miyazato San Kyoudai Naizou,PS3,Sports,Ubisoft,8,7,10,95,3,4.82,0.01,1.42,6.26,1.62,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Golf Club Miyazato San Kyoudai Naizou PS3 release date,,,,,,,
Sega GT,PC,Racing,Sony Computer Entertainment,5,5,1,170,1.45,5.77,1.84,3.23,12.29,5.72,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega GT PC release date,,,,,,,
Sega Marine Fishing,PC,Sports,IBM,2,6,3,12,5.3,2.5,2.22,2.98,13,2.75,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Marine Fishing PC release date,,,,,,,
Sega Rally 2006,PS2,Racing,Ubisoft,6,10,1,15,3,7.89,0.04,1.1,9.07,3.64,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Rally 2006 PS2 release date,,,,,,,
Sega Rally Championship 2,PC,Racing,Ubisoft,7,4,6,152,3.25,4.8,2.25,5.08,15.38,5.94,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Rally Championship 2 PC release date,,,,,,,
SEGA Rally Online Arcade,PS,Racing,Omega,10,10,2,129,4.23,5.42,4.66,3.18,17.49,1.83,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=SEGA Rally Online Arcade PS release date,,,,,,,
Sega Rally Revo,PS,Racing,Electronic Arts,2,1,10,164,7.03,3.25,1.29,4.36,15.93,3.24,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Rally Revo PS release date,,,,,,,
Sega Rally Revo,PC,Racing,Frontier Developments,4,1,1,63,3,4.66,4.95,0.01,9.63,1.41,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Rally Revo PC release date,,,,,,,
Sega Rally Revo,PS3,Racing,IBM,3,5,2,6,3,0.07,5.5,0.43,6.63,1.55,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Rally Revo PS3 release date,,,,,,,
Sega Soccer Slam,PS2,Sports,Ubisoft,4,2,3,165,3,0.06,4.23,0.05,4.46,5.5,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Soccer Slam PS2 release date,,,,,,,
Sega Sports Tennis,PS2,Sports,Frontier Developments,1,4,3,279,2.21,5.83,2.65,4.52,15.21,1.51,2002,Hitmaker,Sports;Traditional;Tennis,83,8.3,1 to 4,,#N/A,July 30 2002,30/7/2002,https://www.google.com/search?q=Sega Sports Tennis PS2 NA release date,2002,7,Yes,3,2,Weekday,31
Sega Superstars Tennis,PS2,Sports,IBM,8,6.9,5,67,3,0.1,4.15,2.32,6.95,3.94,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Superstars Tennis PS2 release date,,,,,,,
Sega Superstars Tennis,DS,Sports,IBM,10,6.2,7,180,3,0.29,3.11,0.37,4.51,5.72,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Superstars Tennis DS release date,,,,,,,
Sega Superstars Tennis,PS3,Sports,Frontier Developments,4,6.8,2,126,3,0.13,1.5,0.2,2.23,5.88,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Superstars Tennis PS3 release date,,,,,,,
Sega Swirl,PC,Puzzle,Sony Computer Entertainment,8,6,7,48,6.82,3.32,3.96,2.23,16.33,1.96,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sega Swirl PC release date,,,,,,,
Sekai Fushigi Hakken DS Densetsu no Hitoshi kun Ningyou o Sagase,DS,Puzzle,Activision,1,4,9,33,7.31,4.37,4.67,5.89,22.24,6.82,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sekai Fushigi Hakken DS Densetsu no Hitoshi kun Ningyou o Sagase DS release date,,,,,,,
Sekirei Mirai Kara no Okurimono,PS2,Adventure,Sony Computer Entertainment,2,8,6,295,3,2.5,0.01,1.08,3.6,0.02,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sekirei Mirai Kara no Okurimono PS2 release date,,,,,,,
Sengoku Basara X,PS2,Fighting,Sony Computer Entertainment,7,3,9,216,3,4.53,0.05,3.55,8.18,3.93,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sengoku Basara X PS2 release date,,,,,,,
Sengoku Hime Senran ni Mau Otometachi,PS2,Adventure,Sony Computer Entertainment,4,6,3,270,3,4.62,0.02,3.67,8.33,4.03,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sengoku Hime Senran ni Mau Otometachi PS2 release date,,,,,,,
Sengoku Hime 2,PC,Adventure,Amazon Game Studios,10,3,8,299,7.88,1.98,5.08,1.52,16.46,1.69,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sengoku Hime 2 PC release date,,,,,,,
Sengoku Rance,PC,Adventure,Ubisoft,6,8,4,211,3.8,3.45,2.49,2.33,12.07,5.94,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sengoku Rance PC release date,,,,,,,
Sensible Soccer,PS,Sports,Frontier Developments,2,9,7,295,7.99,3.52,5.22,6.01,22.74,6.84,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sensible Soccer PS release date,,,,,,,
Sensible Soccer 2006,PS2,Sports,Activision,2,1,2,141,4.68,3.28,2.98,5.71,16.65,4.95,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sensible Soccer 2006 PS2 release date,,,,,,,
Sensible Soccer 2006,PC,Sports,Sony Computer Entertainment,2,2,5,52,1.96,1.1,1.24,5.63,9.93,3.57,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sensible Soccer 2006 PC release date,,,,,,,
Sentimental Graffiti,PS,Adventure,Sony Computer Entertainment,2,6,9,257,7.94,3.73,2.89,4.83,19.39,4.2,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentimental Graffiti PS release date,,,,,,,
Sentimental Graffiti Yakusoku,PS,Adventure,Ubisoft,5,2,8,249,3.74,1.3,3.83,2.86,11.73,4.97,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentimental Graffiti Yakusoku PS release date,,,,,,,
Sentimental Prelude,PS2,Adventure,Omega,6,8,2,285,5.2,4.16,4.55,6.84,20.75,6.57,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentimental Prelude PS2 release date,,,,,,,
Sentimental Shooting,PC,Shooter,Omega,6,5,4,258,1,4.25,5.77,1.9,12.92,1.26,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentimental Shooting PC release date,,,,,,,
Sentinel Descendants in Time,PC,Adventure,Omega,3,5,6,38,7.69,7.68,2.81,3.12,21.3,3.5,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentinel Descendants in Time PC release date,,,,,,,
Sentris,PC,Simulation,Sony Computer Entertainment,9,6,9,174,5.38,7.45,5.96,4.13,22.92,3.81,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentris PC release date,,,,,,,
Sentris,PC,Simulation,Activision,6,4,7,244,2.72,4.86,4.73,5.14,17.45,4.52,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sentris PC release date,,,,,,,
Separate Blue,PC,Adventure,Omega,9,3,7,64,3.39,1.66,2.99,6.59,14.63,3.75,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Separate Blue PC release date,,,,,,,
Separate Hearts,PS2,Adventure,Omega,1,1,3,150,4.12,3.2,2.26,1.34,10.92,1.65,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Separate Hearts PS2 release date,,,,,,,
Serious Sam Next Encounter,PS2,Shooter,Amazon Game Studios,10,10,1,61,3,0.04,3.24,0.03,3.38,0.17,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam Next Encounter PS2 release date,,,,,,,
Serious Sam The First Encounter,PC,Shooter,Amazon Game Studios,9,9,4,60,4.71,3.8,3.66,2.25,14.42,3.15,2001,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,87,8.4,Mutliplayer,,#N/A,21/3/2001,21/3/2001,https://www.google.com/search?q=Serious Sam The First Encounter PC NA release date,2001,3,Yes,1,3,Weekday,12
Serious Sam The Second Encounter,PC,Shooter,IBM,7,10,9,97,5.2,7,1.39,4.02,17.61,2.18,2002,Croteam,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,85,8.6,1,,#N/A,5/2/2002,5/2/2002,https://www.google.com/search?q=Serious Sam The Second Encounter PC NA release date,2002,2,No,1,2,Weekday,6
Serious Sam 3 VR BFE,PC,Shooter,Frontier Developments,10,7,6,299,7.33,2.46,3.69,3.07,16.55,7.15,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam 3 VR BFE PC release date,,,,,,,
Serious Sam Classics Revolution,PC,Shooter,Frontier Developments,8,2,10,0.17,4.35,3.82,4.82,1.54,14.53,5.47,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam Classics Revolution PC release date,,,,,,,
Serious Sam Gold,PC,Shooter,IBM,9,9,2,263,1.68,4.93,1.59,2.14,10.34,7.38,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam Gold PC release date,,,,,,,
Serious Sam HD Gold Edition,PC,Shooter,Frontier Developments,9,2,7,225,3,3.46,3.17,0.02,6.67,3.23,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam HD Gold Edition PC release date,,,,,,,
Serious Sam HD The First Encounter,PC,Shooter,Frontier Developments,3,6.9,5,1.03,1.49,3.78,2.37,2.77,10.41,5.41,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam HD The First Encounter PC release date,,,,,,,
Serious Sam II,PC,Shooter,Frontier Developments,2,5,1,61,3,2.2,2.11,0.01,4.33,2.2,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam II PC release date,,,,,,,
Serious Sam VR The Last Hope,PC,Shooter,Frontier Developments,6,6,8,67,6.02,3.06,1.11,2.16,12.35,4.42,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam VR The Last Hope PC release date,,,,,,,
Serious Sam VR The Second Encounter,PC,Shooter,Frontier Developments,10,7,1,33,4.29,2.93,3.74,1.05,12.01,2.18,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sam VR The Second Encounter PC release date,,,,,,,
Serious Sams Bogus Detour,PC,Shooter,Frontier Developments,8,1,3,165,6,3.65,2.98,1.54,14.17,2.95,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Serious Sams Bogus Detour PC release date,,,,,,,
Sexy Beach,PC,Simulation,Frontier Developments,4,1,6,232,4.38,4.84,4.33,4.89,18.44,1.47,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sexy Beach PC release date,,,,,,,
Sexy Beach 2,PC,Simulation,Sony Computer Entertainment,1,10,4,180,7.42,2.47,1.21,5.86,16.96,4.72,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sexy Beach 2 PC release date,,,,,,,
Sexy Beach 3,PC,Simulation,Ubisoft,8,10,9,236,2.75,4.81,2.62,1.53,11.71,2.32,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sexy Beach 3 PC release date,,,,,,,
Sexy Beach Premium Resort,PC,Simulation,Activision,7,10,10,130,4.55,2.2,2.6,6.83,16.18,1.95,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sexy Beach Premium Resort PC release date,,,,,,,
Shadow Man 2econd Coming,PS2,Adventure,Sony Computer Entertainment,2,7,3,280,3,0.08,1.81,0.06,2.11,3.08,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadow Man 2econd Coming PS2 release date,,,,,,,
Shadow of Destiny,PC,Adventure,Frontier Developments,4,2,5,262,3.78,1.67,1.55,3.62,10.62,2.7,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadow of Destiny PC release date,,,,,,,
Shadow of Destiny,PS2,Adventure,IBM,8,8,4,227,3,0.09,0.03,0.07,0.4,2.01,2001,Konami,Adventure;Third-Person;Fantasy,78,8.4,1,,#N/A,March 5 2001,5/3/2001,https://www.google.com/search?q=Shadow of Destiny PS2 NA release date,2001,3,No,1,1,Weekday,10
Shadow of Ganymede,PS2,Shooter,Omega,1,7,10,229,5.3,4.66,3.96,5.37,19.29,7.3,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadow of Ganymede PS2 release date,,,,,,,
Shadow of the Colossus,PS2,Adventure,Ubisoft,9.4,9.1,9.4,289,1.14,0.78,0.2,0.03,2.15,3.24,2005,SCEJapanStudio,Action Adventure;Fantasy,91,9.1,1,,#N/A,October 18 2005,18/10/2005,https://www.google.com/search?q=Shadow of the Colossus PS2 NA release date,2005,10,No,4,2,Weekday,43
Shadow Ops Red Mercury,PC,Shooter,Amazon Game Studios,5,3,9,240,3.73,1.5,2.92,1.76,9.91,5.63,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadow Ops Red Mercury PC release date,,,,,,,
Shadow Warrior Classic Redux,PC,Shooter,Sony Computer Entertainment,10,6,3,0.28,4.2,2.87,3.76,3.59,14.42,3.85,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadow Warrior Classic Redux PC release date,,,,,,,
Shadowgrounds,PC,Shooter,IBM,3,6.8,9,118,1.69,2.59,4.58,3.7,12.56,1.62,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadowgrounds PC release date,,,,,,,
Shadowgrounds Survivor,PC,Shooter,Amazon Game Studios,6,7.3,2,236,2.43,4.36,4.18,4.46,15.43,2.34,2007,"Frozenbyte,Inc.",Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,79,7.6,1,,#N/A,November 14 2007,14/11/2007,https://www.google.com/search?q=Shadowgrounds Survivor PC NA release date,2007,11,No,4,3,Weekday,46
Shadowrun (2007),PC,Shooter,Amazon Game Studios,5,9,8,187,5.8,4.23,4.92,6.37,21.32,4.34,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shadowrun (2007) PC release date,,,,,,,
Shakugan no Shana,PS2,Adventure,Electronic Arts,7,2,1,139,3,2.15,0.03,2.64,4.85,3.55,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shakugan no Shana PS2 release date,,,,,,,
Shakugan no Shana DS,DS,Adventure,Omega,10,8,5,126,6.02,2.01,5.3,5.53,18.86,3.95,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shakugan no Shana DS DS release date,,,,,,,
Shaman King Funbari Spirits,PS2,Fighting,Electronic Arts,10,4,2,118,1.67,1.95,1.92,4.09,9.63,3.03,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shaman King Funbari Spirits PS2 release date,,,,,,,
Shaman King Power of Spirit,PS2,Adventure,Amazon Game Studios,5,9,3,130,3,0.06,4.86,0.05,5.1,1.59,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shaman King Power of Spirit PS2 release date,,,,,,,
Shanghai,DS,Puzzle,Electronic Arts,5,5,8,24,2.89,7.2,3.6,1.58,15.27,0.03,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shanghai DS release date,,,,,,,
Shanghai StreetRacer,PC,Racing,Omega,10,7,5,98,3.38,6.76,1.7,2.33,14.17,4.47,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shanghai StreetRacer PC release date,,,,,,,
Shapo,PS,Puzzle,Omega,8,5,9,265,2.03,7.97,1.22,1.87,13.09,2.97,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shapo PS release date,,,,,,,
Shardlight,PC,Adventure,Sony Computer Entertainment,6,8,9,78,1.52,1.16,1.58,4.6,8.86,3,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shardlight PC release date,,,,,,,
Sharpe Investigations Death on the Seine,PC,Adventure,Activision,10,4,6,51,5.6,4.73,1.74,6.26,18.33,5.13,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Sharpe Investigations Death on the Seine PC release date,,,,,,,
Shatter,PC,Puzzle,Electronic Arts,8,8.6,8,0.26,2.87,2.69,2.42,4.89,12.87,3.2,2010,SidheInteractive,Action;General;General,84,7.3,1,,#N/A,March 15 2010,15/3/2010,https://www.google.com/search?q=Shatter PC NA release date,2010,3,No,1,1,Weekday,12
Shatter,PS,Puzzle,Omega,8.4,8.4,9,10,2.01,2.08,1.38,6.55,12.02,1.92,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shatter PS release date,,,,,,,
Shattered Horizon,PC,Shooter,Amazon Game Studios,7,6.8,10,115,6.98,2.42,5.24,5.85,20.49,4.5,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shattered Horizon PC release date,,,,,,,
Shaun Palmers Pro Snowboarder,PS2,Sports,Activision,5,6,8,189,3,0.36,1.98,0.28,3.35,2,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shaun Palmers Pro Snowboarder PS2 release date,,,,,,,
Shaun the Sheep,DS,Adventure,Amazon Game Studios,1,7,5,57,3,0.04,4.86,4.86,9.8,5.37,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Shaun the Sheep DS release date,,,,,,,
